Position       	Rod_FR_Worth   	Rod_CR_Worth   
13.7690        	92.2797        	441.2190       
13.7700        	92.2900        	441.2700       
13.7710        	92.3003        	441.3210       
13.7720        	92.3107        	441.3720       
13.7730        	92.3210        	441.4230       
13.7740        	92.3313        	441.4740       
13.7750        	92.3417        	441.5250       
13.7760        	92.3520        	441.5760       
13.7770        	92.3623        	441.6270       
13.7780        	92.3727        	441.6780       
13.7790        	92.3830        	441.7290       
13.7800        	92.3933        	441.7800       
13.7810        	92.4037        	441.8310       
13.7820        	92.4140        	441.8820       
13.7830        	92.4243        	441.9330       
13.7840        	92.4347        	441.9840       
13.7850        	92.4450        	442.0350       
13.7860        	92.4553        	442.0860       
13.7870        	92.4657        	442.1370       
13.7880        	92.4760        	442.1880       
13.7890        	92.4863        	442.2390       
13.7900        	92.4967        	442.2900       
13.7910        	92.5070        	442.3410       
13.7920        	92.5173        	442.3920       
13.7930        	92.5277        	442.4430       
13.7940        	92.5380        	442.4940       
13.7950        	92.5483        	442.5450       
13.7960        	92.5587        	442.5960       
13.7970        	92.5690        	442.6470       
13.7980        	92.5793        	442.6980       
13.7990        	92.5897        	442.7490       
13.8000        	92.6000        	442.8000       
13.8010        	92.6103        	442.8510       
13.8020        	92.6207        	442.9020       
13.8030        	92.6310        	442.9530       
13.8040        	92.6413        	443.0040       
13.8050        	92.6517        	443.0550       
13.8060        	92.6620        	443.1060       
13.8070        	92.6723        	443.1570       
13.8080        	92.6827        	443.2080       
13.8090        	92.6930        	443.2590       
13.8100        	92.7033        	443.3100       
13.8110        	92.7137        	443.3610       
13.8120        	92.7240        	443.4120       
13.8130        	92.7343        	443.4630       
13.8140        	92.7447        	443.5140       
13.8150        	92.7550        	443.5650       
13.8160        	92.7653        	443.6160       
13.8170        	92.7757        	443.6670       
13.8180        	92.7860        	443.7180       
13.8190        	92.7963        	443.7690       
13.8200        	92.8067        	443.8200       
13.8210        	92.8170        	443.8710       
13.8220        	92.8273        	443.9220       
13.8230        	92.8377        	443.9730       
13.8240        	92.8480        	444.0240       
13.8250        	92.8583        	444.0750       
13.8260        	92.8687        	444.1260       
13.8270        	92.8790        	444.1770       
13.8280        	92.8893        	444.2280       
13.8290        	92.8997        	444.2790       
13.8300        	92.9100        	444.3300       
13.8310        	92.9203        	444.3810       
13.8320        	92.9307        	444.4320       
13.8330        	92.9410        	444.4830       
13.8340        	92.9513        	444.5340       
13.8350        	92.9617        	444.5850       
13.8360        	92.9720        	444.6360       
13.8370        	92.9823        	444.6870       
13.8380        	92.9927        	444.7380       
13.8390        	93.0030        	444.7890       
13.8400        	93.0133        	444.8400       
13.8410        	93.0237        	444.8910       
13.8420        	93.0340        	444.9420       
13.8430        	93.0443        	444.9930       
13.8440        	93.0547        	445.0440       
13.8450        	93.0650        	445.0950       
13.8460        	93.0753        	445.1460       
13.8470        	93.0857        	445.1970       
13.8480        	93.0960        	445.2480       
13.8490        	93.1063        	445.2990       
13.8500        	93.1167        	445.3500       
13.8510        	93.1270        	445.4010       
13.8520        	93.1373        	445.4520       
13.8530        	93.1477        	445.5030       
13.8540        	93.1580        	445.5540       
13.8550        	93.1683        	445.6050       
13.8560        	93.1787        	445.6560       
13.8570        	93.1890        	445.7070       
13.8580        	93.1993        	445.7580       
13.8590        	93.2097        	445.8090       
13.8600        	93.2200        	445.8600       
13.8610        	93.2303        	445.9110       
13.8620        	93.2407        	445.9620       
13.8630        	93.2510        	446.0130       
13.8640        	93.2613        	446.0640       
13.8650        	93.2717        	446.1150       
13.8660        	93.2820        	446.1660       
13.8670        	93.2923        	446.2170       
13.8680        	93.3027        	446.2680       
13.8690        	93.3130        	446.3190       
13.8700        	93.3233        	446.3700       
13.8710        	93.3337        	446.4210       
13.8720        	93.3440        	446.4720       
13.8730        	93.3543        	446.5230       
13.8740        	93.3647        	446.5740       
13.8750        	93.3750        	446.6250       
13.8760        	93.3853        	446.6760       
13.8770        	93.3957        	446.7270       
13.8780        	93.4060        	446.7780       
13.8790        	93.4163        	446.8290       
13.8800        	93.4267        	446.8800       
13.8810        	93.4370        	446.9310       
13.8820        	93.4473        	446.9820       
13.8830        	93.4577        	447.0330       
13.8840        	93.4680        	447.0840       
13.8850        	93.4783        	447.1350       
13.8860        	93.4887        	447.1860       
13.8870        	93.4990        	447.2370       
13.8880        	93.5093        	447.2880       
13.8890        	93.5197        	447.3390       
13.8900        	93.5300        	447.3900       
13.8910        	93.5403        	447.4410       
13.8920        	93.5507        	447.4920       
13.8930        	93.5610        	447.5430       
13.8940        	93.5713        	447.5940       
13.8950        	93.5817        	447.6450       
13.8960        	93.5920        	447.6960       
13.8970        	93.6023        	447.7470       
13.8980        	93.6127        	447.7980       
13.8990        	93.6230        	447.8490       
13.9000        	93.6333        	447.9000       
13.9010        	93.6437        	447.9510       
13.9020        	93.6540        	448.0020       
13.9030        	93.6643        	448.0530       
13.9040        	93.6747        	448.1040       
13.9050        	93.6850        	448.1550       
13.9060        	93.6953        	448.2060       
13.9070        	93.7057        	448.2570       
13.9080        	93.7160        	448.3080       
13.9090        	93.7263        	448.3590       
13.9100        	93.7367        	448.4100       
13.9110        	93.7470        	448.4610       
13.9120        	93.7573        	448.5120       
13.9130        	93.7677        	448.5630       
13.9140        	93.7780        	448.6140       
13.9150        	93.7883        	448.6650       
13.9160        	93.7987        	448.7160       
13.9170        	93.8090        	448.7670       
13.9180        	93.8193        	448.8180       
13.9190        	93.8297        	448.8690       
13.9200        	93.8400        	448.9200       
13.9210        	93.8503        	448.9710       
13.9220        	93.8607        	449.0220       
13.9230        	93.8710        	449.0730       
13.9240        	93.8813        	449.1240       
13.9250        	93.8917        	449.1750       
13.9260        	93.9020        	449.2260       
13.9270        	93.9123        	449.2770       
13.9280        	93.9227        	449.3280       
13.9290        	93.9330        	449.3790       
13.9300        	93.9433        	449.4300       
